0.0500	1.6087e-02	7.2114e-03	1.6553e-02	7.2114e-03
0.0594	2.1568e-02	1.3884e-02	2.1963e-02	1.3884e-02
0.0688	2.7887e-02	2.1580e-02	2.8107e-02	2.1580e-02
0.0782	3.4978e-02	3.0362e-02	3.5112e-02	3.0362e-02
0.0876	4.1668e-02	3.9026e-02	4.1739e-02	3.9026e-02
0.0970	4.6827e-02	4.6186e-02	4.6866e-02	4.6186e-02
0.1064	4.9753e-02	5.0647e-02	4.9771e-02	5.0647e-02
0.1158	5.0759e-02	5.2732e-02	5.0768e-02	5.2732e-02
0.1252	5.0298e-02	5.3307e-02	5.0264e-02	5.3307e-02
0.1346	4.9466e-02	5.2767e-02	4.9484e-02	5.2767e-02
0.1440	4.8139e-02	5.1611e-02	4.8163e-02	5.1611e-02
0.1534	4.6472e-02	5.0091e-02	4.6496e-02	5.0091e-02
0.1628	4.4648e-02	4.8428e-02	4.4674e-02	4.8428e-02
0.1722	4.2861e-02	4.6635e-02	4.2881e-02	4.6635e-02
0.1816	4.1001e-02	4.4806e-02	4.1024e-02	4.4806e-02
0.1910	3.9250e-02	4.3042e-02	3.9271e-02	4.3042e-02
0.2004	3.7539e-02	4.1303e-02	3.7568e-02	4.1303e-02
0.2098	3.5878e-02	3.9588e-02	3.5906e-02	3.9588e-02
0.2192	3.4292e-02	3.7962e-02	3.4310e-02	3.7962e-02
0.2286	3.2762e-02	3.6403e-02	3.2780e-02	3.6403e-02
0.2380	3.1307e-02	3.4900e-02	3.1325e-02	3.4900e-02
0.2474	2.9944e-02	3.3457e-02	2.9906e-02	3.3457e-02
0.2568	2.8561e-02	3.2077e-02	2.8634e-02	3.2077e-02
0.2662	2.7375e-02	3.0744e-02	2.7393e-02	3.0744e-02
0.2756	2.6108e-02	2.9457e-02	2.6124e-02	2.9457e-02
0.2850	2.4927e-02	2.8211e-02	2.4942e-02	2.8211e-02
0.2944	2.3775e-02	2.6996e-02	2.3789e-02	2.6996e-02
0.3038	2.2681e-02	2.5811e-02	2.2714e-02	2.5811e-02
0.3132	2.1593e-02	2.4653e-02	2.1607e-02	2.4653e-02
0.3226	2.0560e-02	2.3525e-02	2.0574e-02	2.3525e-02
0.3320	1.9548e-02	2.2430e-02	1.9562e-02	2.2430e-02
0.3414	1.8574e-02	2.1367e-02	1.8590e-02	2.1367e-02
0.3508	1.7611e-02	2.0338e-02	1.7627e-02	2.0338e-02
0.3602	1.6739e-02	1.9341e-02	1.6755e-02	1.9341e-02
0.3696	1.5874e-02	1.8378e-02	1.5890e-02	1.8378e-02
0.3790	1.5056e-02	1.7456e-02	1.5072e-02	1.7456e-02
0.3884	1.4280e-02	1.6579e-02	1.4295e-02	1.6579e-02
0.3978	1.3548e-02	1.5744e-02	1.3527e-02	1.5744e-02
0.4072	1.2799e-02	1.4945e-02	1.2815e-02	1.4945e-02
0.4166	1.2121e-02	1.4181e-02	1.2136e-02	1.4181e-02
0.4260	1.1476e-02	1.3449e-02	1.1491e-02	1.3449e-02
0.4354	1.0859e-02	1.2749e-02	1.0874e-02	1.2749e-02
0.4448	1.0276e-02	1.2079e-02	1.0290e-02	1.2079e-02
0.4542	9.7193e-03	1.1442e-02	9.7334e-03	1.1442e-02
0.4636	9.1813e-03	1.0842e-02	9.2217e-03	1.0842e-02
0.4730	8.6862e-03	1.0267e-02	8.6985e-03	1.0267e-02
0.4824	8.2060e-03	9.7161e-03	8.2185e-03	9.7161e-03
0.4918	7.7478e-03	9.1866e-03	7.7615e-03	9.1866e-03
0.5012	7.3202e-03	8.6857e-03	7.3332e-03	8.6857e-03
0.5106	6.9009e-03	8.2114e-03	6.9230e-03	8.2114e-03
0.5200	6.5256e-03	7.7623e-03	6.5379e-03	7.7623e-03
0.5294	6.1603e-03	7.3375e-03	6.1722e-03	7.3375e-03
0.5388	5.8167e-03	6.9363e-03	5.8282e-03	6.9363e-03
0.5482	5.4908e-03	6.5568e-03	5.5138e-03	6.5568e-03
0.5576	5.1816e-03	6.1960e-03	5.1925e-03	6.1960e-03
