0.0500	0.7763	0.8386
0.0594	0.7453	0.7937
0.0688	0.7063	0.7451
0.0782	0.6628	0.6957
0.0876	0.6198	0.6495
0.0970	0.5857	0.6118
0.1064	0.5610	0.5833
0.1158	0.5449	0.5638
0.1252	0.5315	0.5466
0.1346	0.5208	0.5333
0.1440	0.5099	0.5205
0.1534	0.4993	0.5089
0.1628	0.4896	0.4983
0.1722	0.4795	0.4880
0.1816	0.4699	0.4783
0.1910	0.4593	0.4678
0.2004	0.4490	0.4579
0.2098	0.4381	0.4476
0.2192	0.4275	0.4374
0.2286	0.4179	0.4286
0.2380	0.4080	0.4189
0.2474	0.3977	0.4090
0.2568	0.3880	0.3997
0.2662	0.3792	0.3913
0.2756	0.3714	0.3834
0.2850	0.3635	0.3754
0.2944	0.3555	0.3678
0.3038	0.3487	0.3607
0.3132	0.3419	0.3540
0.3226	0.3345	0.3466
0.3320	0.3281	0.3405
0.3414	0.3217	0.3343
0.3508	0.3156	0.3284
0.3602	0.3093	0.3224
0.3696	0.3036	0.3172
0.3790	0.2985	0.3125
0.3884	0.2938	0.3082
0.3978	0.2897	0.3041
0.4072	0.2863	0.3006
0.4166	0.2869	0.2965
0.4260	0.2797	0.2931
0.4354	0.2763	0.2894
0.4448	0.2733	0.2865
0.4542	0.2709	0.2844
0.4636	0.2690	0.2828
0.4730	0.2666	0.2801
0.4824	0.2644	0.2776
0.4918	0.2622	0.2753
0.5012	0.2604	0.2737
0.5106	0.2587	0.2723
0.5200	0.2572	0.2711
0.5294	0.2560	0.2700
0.5388	0.2547	0.2686
0.5482	0.2535	0.2675
0.5576	0.2527	0.2668
0.5670	0.2517	0.2658
0.5764	0.2509	0.2650
0.5858	0.2501	0.2645
0.5952	0.2501	0.2645
0.6046	0.2500	0.2642
0.6140	0.2497	0.2638
0.6234	0.2495	0.2636
0.6328	0.2494	0.2633
0.6422	0.2491	0.2628
0.6516	0.2486	0.2623
0.6610	0.2481	0.2618
0.6704	0.2473	0.2609
0.6798	0.2461	0.2598
0.6892	0.2446	0.2585
0.6986	0.2427	0.2569
0.7080	0.2399	0.2546
0.7174	0.2366	0.2520
0.7268	0.2325	0.2488
0.7362	0.2275	0.2451
0.7456	0.2215	0.2411
0.7550	0.2146	0.2367
0.7644	0.2064	0.2316
0.7738	0.1976	0.2265
0.7832	0.1874	0.2207
0.7926	0.1756	0.2142
0.8020	0.1623	0.2072
0.8114	0.1474	0.1997
0.8208	0.1312	0.1924
0.8302	0.1143	0.1861
0.8396	0.0973	0.1818
0.8490	0.0804	0.1802
0.8584	0.0641	0.1821
0.8678	0.0486	0.1880
0.8772	0.0338	0.1986
0.8866	0.0198	0.2132
0.8960	0.0081	0.2340
0.9054	0.0010	0.2643
0.9148	0.0000	0.3076
0.9242	0.0000	0.3613
0.9336	0.0000	0.4283
0.9430	0.0000	0.5169
0.9524	0.0000	0.6418
0.9618	0.0000	0.8299
0.9712	0.0000	1.1227
0.9806	0.0000	1.6128
0.9900	0.0000	2.5360
