0.0500	0.8837	0.8943
0.0594	0.8977	0.9053
0.0688	0.9069	0.9123
0.0782	0.9109	0.9150
0.0876	0.9113	0.9146
0.0970	0.9099	0.9127
0.1064	0.9078	0.9104
0.1158	0.9057	0.9081
0.1252	0.9039	0.9061
0.1346	0.9021	0.9042
0.1440	0.9003	0.9024
0.1534	0.8992	0.9013
0.1628	0.8982	0.9003
0.1722	0.8970	0.8991
0.1816	0.8956	0.8977
0.1910	0.8946	0.8967
0.2004	0.8940	0.8959
0.2098	0.8926	0.8948
0.2192	0.8917	0.8939
0.2286	0.8907	0.8929
0.2380	0.8899	0.8920
0.2474	0.8885	0.8908
0.2568	0.8870	0.8896
0.2662	0.8862	0.8888
0.2756	0.8851	0.8878
0.2850	0.8840	0.8866
0.2944	0.8828	0.8855
0.3038	0.8813	0.8841
0.3132	0.8799	0.8828
0.3226	0.8785	0.8814
0.3320	0.8769	0.8800
0.3414	0.8761	0.8793
0.3508	0.8750	0.8783
0.3602	0.8737	0.8770
0.3696	0.8722	0.8756
0.3790	0.8710	0.8747
0.3884	0.8701	0.8738
0.3978	0.8689	0.8724
0.4072	0.8679	0.8717
0.4166	0.8665	0.8703
0.4260	0.8650	0.8689
0.4354	0.8638	0.8678
0.4448	0.8630	0.8671
0.4542	0.8620	0.8663
0.4636	0.8609	0.8652
0.4730	0.8593	0.8638
0.4824	0.8581	0.8627
0.4918	0.8570	0.8615
0.5012	0.8556	0.8606
0.5106	0.8544	0.8595
0.5200	0.8532	0.8583
0.5294	0.8520	0.8570
0.5388	0.8508	0.8560
0.5482	0.8493	0.8546
0.5576	0.8478	0.8532
0.5670	0.8461	0.8517
0.5764	0.8448	0.8505
0.5858	0.8428	0.8487
0.5952	0.8414	0.8474
0.6046	0.8396	0.8457
0.6140	0.8376	0.8439
0.6234	0.8353	0.8417
0.6328	0.8338	0.8404
0.6422	0.8311	0.8380
0.6516	0.8281	0.8352
0.6610	0.8253	0.8326
0.6704	0.8225	0.8302
0.6798	0.8192	0.8271
0.6892	0.8152	0.8235
0.6986	0.8112	0.8199
0.7080	0.8067	0.8159
0.7174	0.8020	0.8117
0.7268	0.7968	0.8071
0.7362	0.7912	0.8021
0.7456	0.7850	0.7965
0.7550	0.7781	0.7904
0.7644	0.7703	0.7837
0.7738	0.7622	0.7767
0.7832	0.7532	0.7688
0.7926	0.7440	0.7609
0.8020	0.7326	0.7510
0.8114	0.7206	0.7407
0.8208	0.7075	0.7296
0.8302	0.6924	0.7167
0.8396	0.6757	0.7026
0.8490	0.6572	0.6874
0.8584	0.6369	0.6704
0.8678	0.6139	0.6520
0.8772	0.5887	0.6318
0.8866	0.5619	0.6104
0.8960	0.5334	0.5884
0.9054	0.5025	0.5644
0.9148	0.4676	0.5380
0.9242	0.4275	0.5079
0.9336	0.3798	0.4729
0.9430	0.3211	0.4317
0.9524	0.2493	0.3843
0.9618	0.1657	0.3370
0.9712	0.0784	0.3033
0.9806	0.0108	0.3198
0.9900	0.0000	0.4609
