0.0500	-5.2539e-03	-2.8198e-03	-5.2023e-03	-2.8198e-03
0.0594	4.4260e-03	6.1979e-03	4.4251e-03	6.1979e-03
0.0688	1.6753e-02	1.7773e-02	1.6775e-02	1.7773e-02
0.0782	3.2264e-02	3.2501e-02	3.2276e-02	3.2501e-02
0.0876	4.7730e-02	4.7694e-02	4.7730e-02	4.7694e-02
0.0970	6.0573e-02	5.9951e-02	6.0566e-02	5.9951e-02
0.1064	6.8739e-02	6.7779e-02	6.8730e-02	6.7779e-02
0.1158	7.2308e-02	7.2203e-02	7.2299e-02	7.2203e-02
0.1252	7.3701e-02	7.3782e-02	7.3698e-02	7.3782e-02
0.1346	7.3356e-02	7.3639e-02	7.3356e-02	7.3639e-02
0.1440	7.1977e-02	7.2347e-02	7.1978e-02	7.2347e-02
0.1534	7.0106e-02	7.0553e-02	7.0109e-02	7.0553e-02
0.1628	6.7901e-02	6.8375e-02	6.7904e-02	6.8375e-02
0.1722	6.5518e-02	6.5987e-02	6.5522e-02	6.5987e-02
0.1816	6.3174e-02	6.3638e-02	6.3176e-02	6.3638e-02
0.1910	6.0798e-02	6.1279e-02	6.0799e-02	6.1279e-02
0.2004	5.8426e-02	5.8898e-02	5.8429e-02	5.8898e-02
0.2098	5.6165e-02	5.6605e-02	5.6168e-02	5.6605e-02
0.2192	5.3080e-02	5.4373e-02	5.3082e-02	5.4373e-02
0.2286	5.1801e-02	5.2213e-02	5.1804e-02	5.2213e-02
0.2380	4.9763e-02	5.0167e-02	4.9765e-02	5.0167e-02
0.2474	4.7846e-02	4.8198e-02	4.7849e-02	4.8198e-02
0.2568	4.5908e-02	4.6283e-02	4.5907e-02	4.6283e-02
0.2662	4.4089e-02	4.4437e-02	4.4092e-02	4.4437e-02
0.2756	4.2306e-02	4.2646e-02	4.2308e-02	4.2646e-02
0.2850	4.0564e-02	4.0884e-02	4.0567e-02	4.0884e-02
0.2944	3.8515e-02	3.9179e-02	3.8519e-02	3.9179e-02
0.3038	3.7078e-02	3.7495e-02	3.7082e-02	3.7495e-02
0.3132	3.5637e-02	3.5846e-02	3.5642e-02	3.5846e-02
0.3226	3.4186e-02	3.4230e-02	3.4191e-02	3.4230e-02
0.3320	3.2280e-02	3.2654e-02	3.2283e-02	3.2654e-02
0.3414	3.0715e-02	3.1110e-02	3.0718e-02	3.1110e-02
0.3508	2.9225e-02	2.9600e-02	2.9228e-02	2.9600e-02
0.3602	2.7775e-02	2.8151e-02	2.7779e-02	2.8151e-02
0.3696	2.6389e-02	2.6760e-02	2.6393e-02	2.6760e-02
0.3790	2.5063e-02	2.5431e-02	2.5067e-02	2.5431e-02
0.3884	2.3803e-02	2.4162e-02	2.3806e-02	2.4162e-02
0.3978	2.2593e-02	2.2947e-02	2.2596e-02	2.2947e-02
